Member,Cycle,Reporting Date/Period,Response Status,Street Address:,City:,Zip Code:,County:,Agency Name,Location Name:,Square footage of space occupied:,"Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):",Staff Population,"Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?",Non-Staff Population,"Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ",Approximate number of visitors per year:,Contact name:,Phone:,Fax:,Email:,Trash Hauler,Trash Destination,Trash Actual vs Volume,Trash (lbs),Recycling: Single Stream Hauler,Recycling: Single Stream Destination,Recycling: Single Stream Actual vs Volume,Recycling: Single Stream Actual Weight (in Pounds),"Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)",Organics Hauler,Organics Destination,Organics Actual vs Volume,Organics (lbs),Total MSW,Aluminum (scrap other than cans) Hauler/Recycler,Aluminum (scrap other than cans) Actual vs Volume,Aluminum (scrap other than cans) Actual Weight (in Pounds),Anti-freeze Hauler/Recycler,Anti-freeze Actual vs Volume,Anti-freeze Actual Weight (in Pounds),Auto Oil Hauler/Recycler,Auto Oil Actual vs Volume,Auto Oil Actual Weight (in Pounds),Batteries: appliance (rechargeable) Hauler/Recycler,Batteries: appliance (rechargeable) Actual vs Volume,Batteries: appliance (rechargeable) Actual Weight (in Pounds),Batteries: vehicle Hauler/Recycler,Batteries: vehicle Actual vs Volume,Batteries: vehicle Actual Weight (in Pounds),Construction Material Hauler/Recycler,Construction Material Actual vs Volume,Construction Material Actual Weight (in Pounds),"E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)",Fluorescents Hauler/Recycler,Fluorescents Actual vs Volume,Fluorescents Actual Weight (in Pounds),"Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)",Metal (scrap) Hauler/Recycler,Metal (scrap) Actual vs Volume,Metal (scrap) Actual Weight (in Pounds),Paint Hauler/Recycler,Paint Actual vs Volume,Paint Actual Weight (in Pounds),Parts Cleaner Hauler/Recycler,Parts Cleaner Actual vs Volume,Parts Cleaner Actual Weight (in Pounds),Solvent Hauler/Recycler,Solvent Actual vs Volume,Solvent Actual Weight (in Pounds),Textiles Hauler/Recycler,Textiles Actual vs Volume,Textiles Actual Weight (in Pounds),Toner Cartridges Hauler/Recycler,Toner Cartridges Actual vs Volume,Toner Cartridges Actual Weight (in Pounds),Tires Hauler/Recycler,Tires Actual vs Volume,Tires Actual Weight (in Pounds),"Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)",All Other Actual Weight (in Pounds),Specialty Waste (lbs),"Please specify materials included in ""All Other"" weight:",Recycling (lbs),MSW Recycling Rate (%),Total Recycling Rate (%),Waste Per Capita (lbs per staff),Waste Per Capita Including Non-Staff (lbs per staff),"Waste Per Capita (including staff, resident and visitor)",Is your agency location utilizing the state's recycling best practices?,Indicate your agency’s timeline for implementing the new program:,Details:,The State of Minnesota has established a Green Meeting Policy. This can be provided by the Minnesota Department of Administration and the Minnesota Pollution Control Agency. Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?,Indicate your agency's timeline for implementing the Green Meeting Policy:,Details:,State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):
"R4: Evansville Truck Station - 20874 County Road 82 NW Evansville, MN 56326",September,09/01/2019,completed,20874 Co Rd 82 NW,Evansville,56326,Douglas,Department of Transportation,Evansville,6108,6108,Office/Maintenance Shop,8,No,,No,,,,,,Waste Management,,,,Waste Management,,Actual weight,700,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,100,100,87.5,87.5,87.5,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",January,01/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Weight converted from volume,2275,,,,,,,Weight converted from volume,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",February,02/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,8460,,,,,,,,,,,,,,,,,,,,,,,8460,,2428,100,100,680.5,680.5,164.97,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",August,08/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lakes Iron,Actual weight,8140,,,,,,,,,,,,,,,,,,,,,,,8140,,2428,100,100,660.5,660.5,160.12,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",March,03/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",April,04/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",May,05/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",June,06/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",July,07/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Actual weight,2275,,,,,,,Actual weight,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigelman,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Fergus Falls Truck Station - 1205 East Douglas Avenue Fergus Falls, MN 56537",September,09/01/2019,completed,1205 East Douglas Ave,Fergus Falls,56537,Otter Tail,Department of Transportation,Fergus Falls,19542,19542,Office/Maintenance Shop,16,No,,Yes,50,,,,,City of Fergus Falls,,,,City of Fergus Falls,,Weight converted from volume,2275,,,,,,,Weight converted from volume,153,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lakes Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,100,100,151.75,151.75,36.79,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",February,02/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,Actual weight,5800,,,,,,,,,,,,,,,,,,,,,,,5800,,,,89.23,1300,1300,1300,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",January,01/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,Actual weight,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",April,04/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,,700,,,,,,,,,,,,,,,,,700,,,520,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,42.62,244,244,244,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",May,05/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",June,06/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",March,03/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",July,07/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",August,08/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Glenwood Truck Station - 70 MN Hwy 55 Glenwood, MN 56334",September,09/01/2019,completed,70 Hwy 55 North,Glenwood,56334,Pope,Department of Transportation,Glenwood,5676,5676,Office/Maintenance Shop,5,No,,No,,,,,,West Central Sanitation,,,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",January,01/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,Weight converted from volume,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",February,02/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,Weight converted from volume,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",March,03/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,Weight converted from volume,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",April,04/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,Weight converted from volume,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",May,05/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",June,06/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",July,07/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,Weight converted from volume,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",August,08/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Henning Truck Station - 100 Douglas Avenue Henning, MN 56551",September,09/01/2019,completed,100 Douglas Ave,Henning,56551,Otter Tail,Department of Transportation,Henning,4704,4704,Office/Maintenance Shop,6,No,,No,,,,,,Waste Management,,,,Waste Management,,,350,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,100,100,58.33,58.33,58.33,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",January,01/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",February,02/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",March,03/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",April,04/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",May,05/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",June,06/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",July,07/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",August,08/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Mahnomen Truck Station - 311 East Jefferson Mahnomen, MN 56557",September,09/01/2019,completed,311 East Jefferson Ave,Mahnomen,56557,Mahnomen,Department of Transportation,Mahnomen,5568,5568,Maintenance Shop,4,No,,No,,,,,,White Earth Sanitation,,Weight converted from volume,700,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,Yes,,,Yes,,," Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard"
"R4: Morris Headquarters - 610 MN Hwy 9 South Morris, MN 56267",January,01/01/2019,completed,51 Minnesota Drive,Morris,56267,Stevens,Department of Transportation,Morris,41836,41836,Office/Maintenance Shop,30,No,,No,,,,,,Engebretson Sanitary Landfill,"Morris, Mn",Weight converted from volume,4550,,,,,,,,,Engebretson Sanitary Landfill,"Morris, MN",Weight converted from volume,570,,,,,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actual weight,14,,,,,,,,,,,,,,,,,,,,14,,570,11.13,11.38,171.13,171.13,171.13,Yes,,,Yes,,,"Office supply reuse center
Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Morris Headquarters - 610 MN Hwy 9 South Morris, MN 56267",April,04/01/2019,completed,51 Minnesota Drive,Morris,56267,Stevens,Department of Transportation,Morris,41836,41836,Office/Maintenance Shop,30,No,,No,,,,,,Engebretson Sanitary Landfill,"Morris, Mn",Weight converted from volume,4550,,,,,,,,,Engebretson Sanitary Landfill,"Morris, MN",Weight converted from volume,570,,,,,5120,,,,,,,,,,,,,,,,,,,,,,,Weight converted from volume,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,570,11.13,13.69,175.73,175.73,175.73,Yes,,,Yes,,,"Office supply reuse center
Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
"R4: Morris Headquarters - 610 MN Hwy 9 South Morris, MN 56267",May,05/01/2019,completed,51 Minnesota Drive,Morris,56267,Stevens,Department of Transportation,Morris,41836,41836,Office/Maintenance Shop,30,No,,No,,,,,,Engebretson Sanitary Landfill,"Morris, Mn",Weight converted from volume,4550,,,,,,,,,Engebretson Sanitary Landfill,"Morris, MN",Weight converted from volume,570,,,,,5120,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight converted from volume,10500,,,,,10818,,570,11.13,71.45,531.27,531.27,531.27,Yes,,,Yes,,,"Office supply reuse center
Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard
Utilizing electronic HR and IT processes as a standard
Partner with State Surplus for redistributing unneeded supplies "
