"","Member","Cycle","Reporting Date/Period","Response Status","Street Address:","City:","Zip Code:","County:","Agency Name","Location Name:","Square footage of space occupied:","Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):","Total Staff:","Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?","Non-Staff Population","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation?","Approximate number of visitors per year:","Contact name:","Phone:","Fax:","Email:","Trash Hauler","Trash Destination","Trash Actual vs Volume","Trash (lbs)","Recycling: Single Stream Hauler","Recycling: Single Stream Destination","Recycling: Single Stream Actual vs Volume","Recycling: Single Stream Actual Weight (in Pounds)","Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)","Organics Hauler","Organics Destination","Organics Actual vs Volume","Organics (lbs)","Total MSW","Aluminum (scrap other than cans) Hauler/Recycler","Aluminum (scrap other than cans) Actual vs Volume","Aluminum (scrap other than cans) Actual Weight (in Pounds)","Anti-freeze Hauler/Recycler","Anti-freeze Actual vs Volume","Anti-freeze Actual Weight (in Pounds)","Auto Oil Hauler/Recycler","Auto Oil Actual vs Volume","Auto Oil Actual Weight (in Pounds)","Batteries: appliance (rechargeable) Hauler/Recycler","Batteries: appliance (rechargeable) Actual vs Volume","Batteries: appliance (rechargeable) Actual Weight (in Pounds)","Batteries: vehicle Hauler/Recycler","Batteries: vehicle Actual vs Volume","Batteries: vehicle Actual Weight (in Pounds)","Construction Material Hauler/Recycler","Construction Material Actual vs Volume","Construction Material Actual Weight (in Pounds)","E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)","Fluorescents Hauler/Recycler","Fluorescents Actual vs Volume","Fluorescents Actual Weight (in Pounds)","Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)","Metal (scrap) Hauler/Recycler","Metal (scrap) Actual vs Volume","Metal (scrap) Actual Weight (in Pounds)","Paint Hauler/Recycler","Paint Actual vs Volume","Paint Actual Weight (in Pounds)","Parts Cleaner Hauler/Recycler","Parts Cleaner Actual vs Volume","Parts Cleaner Actual Weight (in Pounds)","Solvent Hauler/Recycler","Solvent Actual vs Volume","Solvent Actual Weight (in Pounds)","Textiles Hauler/Recycler","Textiles Actual vs Volume","Textiles Actual Weight (in Pounds)","Toner Cartridges Hauler/Recycler","Toner Cartridges Actual vs Volume","Toner Cartridges Actual Weight (in Pounds)","Tires Hauler/Recycler","Tires Actual vs Volume","Tires Actual Weight (in Pounds)","Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)","All Other Actual Weight (in Pounds)","Specialty Waste (lbs)","Please specify materials included in ""All Other"" weight:","Recycling (lbs)","MSW Recycling Rate (%)","Total Recycling Rate (%)","Waste Per Capita (lbs per staff)","Waste Per Capita Including Non-Staff (lbs per staff)","Waste Per Capita (including staff, resident and visitor)","Is your agency location utilizing the state's recycling best practices?","Indicate your agency<U+0092>s timeline for implementing the new program:","Details:","Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?","Indicate your agency's timeline for implementing the Green Meeting Policy:","Details:_1","State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):","Address","Site ID","From Date","To Date","Facility ID","Total Population","Office supply reuse center","Indicate your agency<U+0092>s timeline for implementing the new program:","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ","Staff Population"
"289","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","July","07/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","0","Waste Management","","Actual weight","1876.5","","","","","","","","","","","","","1876.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1876.5","100","100","","","","","","","","","","","na, na","11857","7/1/2019","7/31/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"290","R3B: St. Cloud Maintenance Headquarters - 3725 12th Street N St. Cloud, MN 56301","August","08/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","10500","Waste Management","","","1876.5","","","","","","","","","","","","","12376.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1876.5","15.16","15.16","","","","","","","","","","","na, na","11857","8/1/2019","8/31/2019","11857","","Is your agency location utilizing the state's recycling best practices?","","",""
"291","D3B: St. Cloud Rest Area (TIC) - 2651 US Hwy 10 SE, St. Cloud, MN  56304","February","02/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11866","2/1/2019","2/28/2019","11866","","Is your agency location utilizing the state's recycling best practices?","","",""
"292","D3B: St. Cloud Rest Area (TIC) - 2651 US Hwy 10 SE, St. Cloud, MN  56304","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11866","3/1/2019","3/31/2019","11866","","Is your agency location utilizing the state's recycling best practices?","","",""
"293","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","January","01/01/2019","completed","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","","","","","","","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703","100","100","46.87","46.87","46.87","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","1/1/2019","1/31/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"294","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","February","02/01/2019","completed","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","","","","","","","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Actual weight","3.5","","","","","","","","3.5","","703","100","100","47.1","47.1","47.1","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","2/1/2019","2/28/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"295","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","March","03/01/2019","draft","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","","","","","","","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703","100","100","46.87","46.87","46.87","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","3/1/2019","3/31/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"296","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","April","04/01/2019","draft","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","2","Waste Management","","","","","","","","702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","702","100","100","46.8","46.8","46.8","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","4/1/2019","4/30/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"297","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","May","05/01/2019","draft","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","Actual weight","50","","","","","753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753","100","100","50.2","50.2","50.2","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","5/1/2019","5/31/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"298","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","June","06/01/2019","draft","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","Actual weight","50","","","","","753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753","100","100","50.2","50.2","50.2","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","6/1/2019","6/30/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"299","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","July","07/01/2019","draft","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","","","","","","","703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703","100","100","46.87","46.87","46.87","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","7/1/2019","7/31/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"300","R4: Alexandria Truck Station - 1405 Hwy 27 W Alexandria, MN 56308","August","08/01/2019","draft","1405 34th Ave West","Alexandria","56308","Douglas","DOT","Alexandria","18138","18138","Office/Maintenance Shop","15","No","","No","","","","","","Waste Management","","","","Waste Management","","Actual weight","700","Waste Management","","Actual weight","3","Waste Management","","Actual weight","60","","","","","763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763","100","100","50.87","50.87","50.87","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1405 34th ave w, alexandria","11899","8/1/2019","8/31/2019","11899","","Is your agency location utilizing the state's recycling best practices?","","No","15"
"301","R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514","January","01/01/2019","completed","1201 Hwy 34","Barnesville","56514","Clay","DOT","Barnesville","8000","8000","","8","No","","No","","","","","","Fuchs Sanitation","","Actual weight","700","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","87.5","87.5","Yes","","","Yes","","","Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1201 hwy 34, barnesville","11901","1/1/2019","1/31/2019","11901","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"302","R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514","February","02/01/2019","completed","1201 Hwy 34","Barnesville","56514","Clay","DOT","Barnesville","8000","8000","","8","No","","No","","","","","","Fuchs Sanitation","","Actual weight","700","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","87.5","87.5","Yes","","","Yes","","","Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1201 hwy 34, barnesville","11901","2/1/2019","2/28/2019","11901","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"303","R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514","March","03/01/2019","completed","1201 Hwy 34","Barnesville","56514","Clay","DOT","Barnesville","8000","8000","","8","No","","No","","","","","","Fuchs Sanitation","","Actual weight","700","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","87.5","87.5","Yes","","","Yes","","","Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1201 hwy 34, barnesville","11901","3/1/2019","3/31/2019","11901","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"304","R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514","April","04/01/2019","completed","1201 Hwy 34","Barnesville","56514","Clay","DOT","Barnesville","8000","8000","","8","No","","No","","","","","","Fuchs Sanitation","","Actual weight","700","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","87.5","87.5","Yes","","","Yes","","","Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1201 hwy 34, barnesville","11901","4/1/2019","4/30/2019","11901","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"305","R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514","May","05/01/2019","completed","1201 Hwy 34","Barnesville","56514","Clay","DOT","Barnesville","8000","8000","","8","No","","No","","","","","","Fuchs Sanitation","","Actual weight","700","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","87.5","87.5","Yes","","","Yes","","","Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1201 hwy 34, barnesville","11901","5/1/2019","5/31/2019","11901","","Is your agency location utilizing the state's recycling best practices?","","No","8"
"306","R4: Barnesville Truck Station - 1201 Highway 34 Barnesville, MN 56514","June","06/01/2019","completed","1201 Hwy 34","Barnesville","56514","Clay","DOT","Barnesville","8000","8000","","8","No","","No","","","","","","Fuchs Sanitation","","Actual weight","700","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","87.5","87.5","Yes","","","Yes","","","Default to double-sided (duplex) printing
Utilizing electronic meeting materials as a standard","1201 hwy 34, barnesville","11901","6/1/2019","6/30/2019","11901","","Is your agency location utilizing the state's recycling best practices?","","No","8"
